#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_IN_001;A sufi merchant has arrived from Arabia. His ship is severely damaged and carries rare goods. His crew are divided weither it was Sea Monsters or the Ocean trade winds that caused the damage.;Le confucianisme est une religion diverse comportant quatre branches principales : le ren, le li, le zhong et le xiao. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Konfuzianismus ist eine vielfältige Religion mit vier Hauptzweigen: Ren, Li, Zhong und Xiao. Wenn Ihr konvertiert, könnt Ihr einen davon auswählen.;;El confucianismo es un religión variada con cuatro ramas principales: Ren, Li, Zhong y Xiao. Cuando te conviertes, debes elegir una.;;;;;;;;;x;;;;;;;;;;;;
EVTTITLE_IN_001;The ship;;;;;;;;;;;;;x
EVTDESC_IN_209;After hours of trying to track a White Elephant you stumble upon some ruins.;Votre parts de vive est comme un resevoir, que vous voudrais construit pour vos gens.;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_209;Wait for me here.;Non!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_209_TT;You investigate the temple.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_209;Offer a prayer.;Non!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_209_TT;You pray your realm never gets reclaimed by nature.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_209;Impress your guards.;Non!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_209_TT;Explain the past history of this temple.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_210;You make your way up the steps, on an abandoned alter is a necklace and ribbon.;Votre parts de vive est comme un resevoir, que vous voudrais construit pour vos gens.;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_210;Finders keepers.;Non!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_210_TT;You take the necklace back home ...;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_210;You leave it be;Non!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_210_TT;I can sense bad history afloat ...;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_210;Uncover a secret passage-way under the altar.;Non!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_210_TT;Enter the temple.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_211;You try to squeeze in and realize you are too fat. You decide to settle for the necklace.;Votre parts de vive est comme un resevoir, que vous voudrais construit pour vos gens.;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_211;Rats!;Zut!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_211_TT;You take the necklace back home ...;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_212;You squeeze in and through the narrow light you see a skeleton and a narrowing pathway with a dim light.;Votre parts de vive est comme un resevoir, que vous voudrais construit pour vos gens.;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_212;Crawl towards the ambiance;Zut!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_212_TT;It is rough, but you can just make it.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_212;Mystery solved!;Zut!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_212_TT;You will go home ... somehow the necklace went missing!;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_213;You see a drop at the end and hoist yourself down, feeling soft sand. Little did you know this was a trap and you fall two floors down. You wake up to your guards crying your name, you accept the rope and are dragged upwards to much discomfort.;Votre parts de vive est comme un resevoir, que vous voudrais construit pour vos gens.;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_213;[Root.Religion.GetHighGodName] I am not a grave robber!;Zut!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_213_TT;You travel home to rid sand from your wounds.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_214;You see a drop at the end and hoist yourself down, feeling soft sand and rock. It is much more light and your steps make an echo, suddenly you see a lower drop ... and people bellow. You hide and see they are examining the cave art carefully.;Votre parts de vive est comme un resevoir, que vous voudrais construit pour vos gens.;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_214;Announce your presence!;Zut!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_214;Watch them.;Zut!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_214;Slay them from behind.;Zut!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_215;You greet the astounded group. You invent a false name, but you suspect they are as claimed: a band of monks who maintain temples in disrepair. They show you statues of Shiva and the prior damages of thieves. You exit through a more conventional gateway, but then hear screams in the undergrowth.;Votre parts de vive est comme un resevoir, que vous voudrais construit pour vos gens.;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_215;I'll protect you!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_215_TT;You unshealth your sword.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_215;;You'd Better run!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_215_TT;You turn your back.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_216;You charge into the bush and slay an unsuspecting brigard, there are two score left ... who are your guards who stalked the stalkers who waited for the temple-devout to resurface. The miserable band lie dead on the floor. The holy maisons thank you profoundly and vow to praise the name Vivek the Riverman for eternity.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_216;Actually I am [Root.Title];;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_216_TT;After an improvised bow,They leave chanting your name.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_216;I do it for Shiva;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_216_TT;Your men inevitably spread your legend in the bars of [Root.Capital.Capital.GetName].;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_217;You run and hear their cries behind you, torn by the rock formations. You hit a dead end and look behind you to see your bloody guards followed by the temple's people. The battle is finished, the abushing graverobbers were slain.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_217;Good thing I ran! [Root.Title];;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_217_TT;Somehow the story becomes publicly known, although it is considered unbelievable ...;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_217;I was leading the retreat;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_217_TT;You are praised for your tactical retreat of the unarmed men.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_218;You creep down from the rock formation and one of the bunch scream, "It's a phantom." You try to show you are of the flesh but they think twice and run throwing their material possessions on the temple floor. After waiting a period, you figure your chalky clothes and bruises too seem ghastly.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_218;Take their valuables.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_218_TT;You follow the trail of goods, then meet your quizing guards after darkness.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_219;You try not to startle the group when they turn around armed, "This is your last day," one huffs and lunges towards you. You dodge the thrust and push him off a cliff. His comrades slowly encircle you and their leader, with icy eyes asks "Why shouldn't we just slit your throat?".;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_219;I'm a [Root.Title]!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_219_TT;You pull out a royal talismen.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_219;I'm my mother's only son!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_219_TT;You hope your appeal moves their rocky hearts.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_220;Two weeks later, in the back of hay cart you reach [prisoner_buyer.GetTitledFullName]'s holdings where you'll be held until you cough up a ransom.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_220;At least I'm not dead;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_221;The group has a great laugh, but then the leader closes his fist and indicates a slitting motion. The band falls on you and you are overwhelmed like a lamb fighting off starving dogs.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_221;No! Stop!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_221;The group has a great laugh and the leader offers you a place in his group of thieves, to replace Tanvi who you finished off. The glinted eyed gang-leader shows you the spot Tanvi landed and asks you say a prayer. You do and he kicks you off into space.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_221;Arggg!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_222;The group has a great laugh and the gang-leader offers you a role as their dog. If you crawl through to the enterance correctly they will let you live. You view your options then woof to confirm, crawling through all their legs. Your garments are now ripped but you crawl energetically on, hearing their jeers as they recalled Tanvi's best exploits. "O.K. downward dog, which way left or right?" You recieve a kick in the behind.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_222;Left.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_222_TT;You crawl leftwards.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_222;Right.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_222_TT;You crawl rightwards.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_223;"Where are you going?" One gangmember poses and lifts you up, slitting your throat.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_223;Chortle.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_223_TT;You choke on the red foam erupting as you snap to blackness.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_224;"Smart dog!" they compliment as you make your way to increasing lightness, your masters' moods' are also light as they discuss their ill gotten gains. After passing through a statued exit you return to the jungle. "Woh boy slo-", advises the leader before being cut down by your guards. Your heart jumps out your throat as they reverse the situation with six remaining thieves.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_224;Kill them all.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_224_TT;The crooks are summarily executed.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_224;Bring them to my palace.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_224_TT;The crooks follow the off-beaten path to your dungeon.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
